Age,Total_Score,Study_Hours_per_Week,Sleep_Hours_per_Night,id,cluster,Academic_risk,Gender,Family_Income_Level
20.0,76.9,17.1,8.0,790.0,cluster_0,Medium,Female,Medium
24.0,91.4,23.4,7.8,791.0,cluster_2,Low,Female,Low
24.0,52.3,21.2,8.0,792.0,cluster_1,High,Female,Medium
19.0,95.3,20.4,5.5,793.0,cluster_2,Low,Female,Low
22.0,55.3,26.0,7.8,794.0,cluster_1,High,Female,Medium
22.0,82.1,19.2,7.4,795.0,cluster_0,Medium,Male,Medium
22.0,51.5,8.7,4.3,796.0,cluster_1,High,Female,Low
19.0,92.9,7.4,6.7,797.0,cluster_2,Low,Female,Low
22.0,52.4,22.1,7.4,798.0,cluster_1,High,Male,Medium
23.0,67.4,22.2,5.3,799.0,cluster_0,Medium,Female,Medium
19.0,69.7,16.3,7.0,800.0,cluster_0,Medium,Male,Low
18.0,86.4,9.9,6.8,801.0,cluster_2,Low,Female,Low
21.0,87.6,21.2,5.5,802.0,cluster_2,Low,Male,Medium
21.0,59.6,22.3,6.6,803.0,cluster_1,High,Male,High
18.0,95.6,9.9,4.5,804.0,cluster_2,Low,Female,Low
23.0,83.4,8.9,6.6,805.0,cluster_2,Low,Male,High
19.0,56.3,28.5,6.0,806.0,cluster_1,High,Male,Medium
18.0,60.7,19.0,4.2,807.0,cluster_1,High,Female,High
21.0,78.1,10.7,8.1,808.0,cluster_0,Medium,Male,High
20.0,69.9,29.2,6.8,809.0,cluster_0,Medium,Female,Medium
24.0,60.5,11.4,6.0,810.0,cluster_1,High,Male,Low
19.0,97.6,25.4,4.7,811.0,cluster_2,Low,Male,Low
23.0,78.4,13.8,4.9,812.0,cluster_0,Medium,Female,Medium
19.0,81.6,29.9,5.3,813.0,cluster_0,Medium,Female,Low
18.0,92.0,25.4,7.8,814.0,cluster_2,Low,Male,Low
22.0,81.8,11.2,5.8,815.0,cluster_0,Medium,Male,Low
18.0,58.0,17.1,4.4,816.0,cluster_1,High,Male,Medium
18.0,98.3,13.4,6.5,817.0,cluster_2,Low,Female,High
22.0,86.7,14.5,4.3,818.0,cluster_2,Low,Female,Medium
21.0,67.2,15.8,6.4,819.0,cluster_0,Medium,Female,High
24.0,56.8,29.8,6.3,820.0,cluster_1,High,Male,High
22.0,84.0,15.7,6.2,821.0,cluster_2,Low,Male,Medium
21.0,58.9,6.6,7.1,822.0,cluster_1,High,Male,Medium
24.0,91.3,6.3,6.3,823.0,cluster_2,Low,Male,Medium
20.0,57.9,24.2,5.3,824.0,cluster_1,High,Male,Low
18.0,85.3,26.7,8.5,825.0,cluster_2,Low,Female,High
20.0,53.4,29.3,8.5,826.0,cluster_1,High,Female,Low
23.0,50.4,8.0,8.5,827.0,cluster_1,High,Male,Medium
20.0,81.6,15.3,5.6,828.0,cluster_0,Medium,Female,Medium
20.0,98.7,20.8,8.6,829.0,cluster_2,Low,Male,High
24.0,88.6,5.0,4.6,830.0,cluster_2,Low,Male,Medium
19.0,80.8,17.6,7.6,831.0,cluster_0,Medium,Female,Medium
23.0,89.6,22.3,6.0,832.0,cluster_2,Low,Male,High
23.0,62.2,19.9,4.8,833.0,cluster_1,High,Male,Medium
18.0,65.0,10.3,7.7,834.0,cluster_1,High,Female,Medium
24.0,67.2,29.6,4.3,835.0,cluster_0,Medium,Male,Low
22.0,91.5,20.1,6.1,836.0,cluster_2,Low,Male,Medium
18.0,63.3,13.4,8.4,837.0,cluster_1,High,Male,Medium
23.0,64.2,11.5,8.1,838.0,cluster_1,High,Male,Low
23.0,52.4,23.8,6.7,839.0,cluster_1,High,Female,Medium
19.0,54.6,26.6,5.1,840.0,cluster_1,High,Male,Low
24.0,77.1,11.6,7.6,841.0,cluster_0,Medium,Female,Medium
21.0,59.2,7.8,5.3,842.0,cluster_1,High,Male,Medium
22.0,61.9,7.7,8.5,843.0,cluster_1,High,Male,High
21.0,94.1,5.9,7.6,844.0,cluster_2,Low,Male,Medium
22.0,66.4,20.6,5.1,845.0,cluster_1,High,Male,Medium
24.0,99.3,12.7,7.4,846.0,cluster_2,Low,Female,Low
24.0,97.4,20.6,6.6,847.0,cluster_2,Low,Male,Medium
18.0,77.3,24.7,7.9,848.0,cluster_0,Medium,Male,High
21.0,76.2,29.2,6.4,849.0,cluster_0,Medium,Female,High
19.0,99.2,7.8,8.3,850.0,cluster_2,Low,Male,High
24.0,56.2,29.8,7.2,851.0,cluster_1,High,Male,High
21.0,56.4,6.1,6.5,852.0,cluster_1,High,Female,Low
20.0,88.5,5.7,5.7,853.0,cluster_2,Low,Female,Low
20.0,85.3,13.0,5.8,854.0,cluster_2,Low,Female,High
19.0,57.6,11.9,4.3,855.0,cluster_1,High,Male,Low
24.0,89.6,10.1,7.8,856.0,cluster_2,Low,Female,Medium
19.0,81.2,13.8,7.5,857.0,cluster_0,Medium,Male,Medium
18.0,68.4,16.3,6.2,858.0,cluster_0,Medium,Male,High
21.0,62.9,22.2,6.8,859.0,cluster_1,High,Male,Low
19.0,86.7,15.4,8.6,860.0,cluster_2,Low,Male,Low
19.0,53.5,24.4,7.8,861.0,cluster_1,High,Male,Medium
21.0,78.8,6.6,5.6,862.0,cluster_0,Medium,Female,Medium
19.0,79.5,17.5,4.1,863.0,cluster_0,Medium,Male,Medium
23.0,62.7,27.6,8.4,864.0,cluster_1,High,Male,Low
20.0,77.3,29.7,8.4,865.0,cluster_0,Medium,Male,Medium
24.0,56.7,9.0,9.0,866.0,cluster_1,High,Male,Medium
23.0,62.4,17.1,7.2,867.0,cluster_1,High,Male,High
18.0,95.3,12.6,4.4,868.0,cluster_2,Low,Female,Low
21.0,60.3,28.2,8.8,869.0,cluster_1,High,Female,High
24.0,77.6,24.8,8.7,870.0,cluster_0,Medium,Female,Medium
21.0,81.9,25.0,5.1,871.0,cluster_0,Medium,Male,Low
21.0,68.6,13.8,4.4,872.0,cluster_0,Medium,Male,Low
19.0,62.4,19.6,4.0,873.0,cluster_1,High,Female,Medium
19.0,80.4,26.2,6.3,874.0,cluster_0,Medium,Female,Medium
18.0,76.8,25.0,8.7,875.0,cluster_0,Medium,Male,High
21.0,85.8,28.4,8.1,876.0,cluster_2,Low,Male,High
21.0,89.8,24.1,4.1,877.0,cluster_2,Low,Male,High
22.0,64.7,26.1,4.1,878.0,cluster_1,High,Female,High
19.0,94.5,5.3,6.9,879.0,cluster_2,Low,Female,Low
22.0,98.2,21.6,8.2,880.0,cluster_2,Low,Female,High
23.0,80.0,9.2,4.9,881.0,cluster_0,Medium,Female,Low
21.0,93.2,6.5,6.3,882.0,cluster_2,Low,Male,Low
24.0,67.3,15.4,8.0,883.0,cluster_0,Medium,Male,Low
24.0,88.8,27.9,6.7,884.0,cluster_2,Low,Female,High
23.0,52.9,14.1,6.5,885.0,cluster_1,High,Female,Medium
24.0,59.2,28.9,4.4,886.0,cluster_1,High,Male,Low
20.0,92.2,25.6,4.0,887.0,cluster_2,Low,Male,Medium
20.0,68.3,19.4,9.0,888.0,cluster_0,Medium,Male,Low
18.0,67.0,12.9,5.0,889.0,cluster_0,Medium,Female,High
22.0,72.9,11.1,4.7,890.0,cluster_0,Medium,Male,Medium
21.0,55.3,26.3,6.6,891.0,cluster_1,High,Male,Low
21.0,62.8,29.8,8.5,892.0,cluster_1,High,Male,High
19.0,93.3,16.1,4.4,893.0,cluster_2,Low,Male,High
20.0,74.7,10.7,6.6,894.0,cluster_0,Medium,Male,Low
18.0,93.6,10.8,5.2,895.0,cluster_2,Low,Female,High
21.0,79.5,9.5,6.5,896.0,cluster_0,Medium,Female,Medium
22.0,90.9,9.9,8.6,897.0,cluster_2,Low,Female,Medium
19.0,89.6,8.3,5.1,898.0,cluster_2,Low,Female,High
24.0,54.9,23.4,4.1,899.0,cluster_1,High,Female,Medium
22.0,87.7,13.9,8.6,900.0,cluster_2,Low,Female,Low
20.0,92.6,23.9,4.9,901.0,cluster_2,Low,Male,Low
18.0,80.3,27.1,5.1,902.0,cluster_0,Medium,Male,High
18.0,87.6,20.0,7.7,903.0,cluster_2,Low,Male,Low
18.0,64.2,25.1,6.2,904.0,cluster_1,High,Male,Medium
18.0,75.3,6.0,4.5,905.0,cluster_0,Medium,Male,Medium
23.0,90.7,13.4,6.6,906.0,cluster_2,Low,Male,Low
19.0,89.6,13.0,8.6,907.0,cluster_2,Low,Female,Low
19.0,96.1,24.1,8.7,908.0,cluster_2,Low,Female,Medium
18.0,76.5,22.8,8.5,909.0,cluster_0,Medium,Female,Low
22.0,97.0,20.1,8.5,910.0,cluster_2,Low,Male,High
18.0,68.9,29.3,5.9,911.0,cluster_0,Medium,Female,Medium
22.0,73.5,15.2,7.6,912.0,cluster_0,Medium,Female,High
18.0,79.5,13.8,6.9,913.0,cluster_0,Medium,Female,Low
21.0,90.3,28.8,5.9,914.0,cluster_2,Low,Male,High
23.0,91.2,23.5,8.9,915.0,cluster_2,Low,Female,Medium
24.0,83.6,6.5,7.9,916.0,cluster_2,Low,Female,High
21.0,76.3,25.6,7.3,917.0,cluster_0,Medium,Female,Medium
18.0,70.1,22.8,7.6,918.0,cluster_0,Medium,Male,Medium
18.0,74.1,22.7,8.3,919.0,cluster_0,Medium,Male,High
23.0,82.1,23.2,5.1,920.0,cluster_0,Medium,Female,Low
20.0,96.0,15.9,8.7,921.0,cluster_2,Low,Male,Low
21.0,75.4,9.1,6.8,922.0,cluster_0,Medium,Female,Medium
23.0,56.2,22.1,8.5,923.0,cluster_1,High,Female,High
18.0,56.8,23.0,7.6,924.0,cluster_1,High,Female,Medium
24.0,77.7,15.7,4.4,925.0,cluster_0,Medium,Male,Medium
24.0,93.3,14.4,4.7,926.0,cluster_2,Low,Male,Low
21.0,99.1,29.5,5.7,927.0,cluster_2,Low,Male,Medium
23.0,72.5,28.1,5.6,928.0,cluster_0,Medium,Male,High
22.0,94.2,14.2,8.0,929.0,cluster_2,Low,Male,Low
22.0,80.4,9.8,4.7,930.0,cluster_0,Medium,Female,Low
23.0,67.2,14.2,7.3,931.0,cluster_0,Medium,Female,High
19.0,67.2,23.3,4.2,932.0,cluster_0,Medium,Female,Low
20.0,82.2,21.4,8.9,933.0,cluster_0,Medium,Male,Medium
23.0,77.7,26.6,6.7,934.0,cluster_0,Medium,Male,High
20.0,89.0,6.0,6.3,935.0,cluster_2,Low,Male,High
21.0,65.2,12.5,6.6,936.0,cluster_1,High,Female,Medium
22.0,72.5,29.5,4.2,937.0,cluster_0,Medium,Female,Low
18.0,62.5,24.1,4.7,938.0,cluster_1,High,Female,Medium
24.0,86.3,22.4,7.7,939.0,cluster_2,Low,Female,Medium
21.0,70.1,5.2,8.1,940.0,cluster_0,Medium,Male,Low
20.0,84.3,18.7,7.4,941.0,cluster_2,Low,Male,Medium
20.0,67.3,19.6,5.5,942.0,cluster_0,Medium,Female,Low
20.0,73.3,7.5,8.4,943.0,cluster_0,Medium,Male,High
23.0,79.5,29.7,8.3,944.0,cluster_0,Medium,Male,Low
23.0,53.7,12.6,6.2,945.0,cluster_1,High,Male,Low
22.0,85.6,29.1,7.1,946.0,cluster_2,Low,Male,Low
21.0,76.3,12.3,7.0,947.0,cluster_0,Medium,Female,Medium
21.0,54.8,28.5,8.2,948.0,cluster_1,High,Male,Low
18.0,89.1,19.6,6.7,949.0,cluster_2,Low,Female,Medium
22.0,80.5,25.7,5.7,950.0,cluster_0,Medium,Female,Medium
21.0,85.7,24.9,6.5,951.0,cluster_2,Low,Female,Medium
20.0,61.1,11.7,4.5,952.0,cluster_1,High,Female,High
24.0,61.8,19.1,7.4,953.0,cluster_1,High,Male,High
22.0,68.6,24.0,5.4,954.0,cluster_0,Medium,Female,Medium
20.0,77.6,9.6,6.0,955.0,cluster_0,Medium,Female,Low
20.0,65.1,9.1,6.1,956.0,cluster_1,High,Male,Medium
18.0,53.3,28.7,5.9,957.0,cluster_1,High,Male,Low
23.0,65.5,19.2,5.3,958.0,cluster_1,High,Male,Medium
19.0,95.1,9.6,5.4,959.0,cluster_2,Low,Male,Medium
21.0,64.4,5.7,5.1,960.0,cluster_1,High,Female,Medium
24.0,71.0,6.9,5.1,961.0,cluster_0,Medium,Female,Medium
20.0,72.4,25.4,8.9,962.0,cluster_0,Medium,Female,High
20.0,75.6,11.9,4.4,963.0,cluster_0,Medium,Male,Low
23.0,66.9,25.4,8.8,964.0,cluster_0,Medium,Female,Low
20.0,58.3,6.2,7.2,965.0,cluster_1,High,Male,Medium
20.0,96.0,23.6,6.8,966.0,cluster_2,Low,Female,Medium
21.0,78.5,12.8,7.9,967.0,cluster_0,Medium,Male,High
19.0,51.7,20.8,5.9,968.0,cluster_1,High,Female,High
22.0,64.5,21.6,7.1,969.0,cluster_1,High,Female,Low
23.0,72.4,19.1,5.0,970.0,cluster_0,Medium,Female,Medium
21.0,60.1,15.6,6.1,971.0,cluster_1,High,Male,Medium
22.0,88.0,22.1,4.3,972.0,cluster_2,Low,Female,Low
23.0,81.3,9.6,8.6,973.0,cluster_0,Medium,Male,Low
19.0,67.0,12.4,4.5,974.0,cluster_0,Medium,Female,Low
21.0,61.8,25.4,7.6,975.0,cluster_1,High,Female,Low
22.0,61.0,13.4,4.2,976.0,cluster_1,High,Female,High
22.0,54.9,12.1,6.6,977.0,cluster_1,High,Male,Medium
21.0,89.8,5.3,5.8,978.0,cluster_2,Low,Male,Low
24.0,61.8,19.6,6.3,979.0,cluster_1,High,Male,Low
24.0,85.9,13.3,6.0,980.0,cluster_2,Low,Female,Low
22.0,58.0,21.3,5.3,981.0,cluster_1,High,Male,Low
23.0,86.9,28.7,8.9,982.0,cluster_2,Low,Female,Low
20.0,88.0,7.0,5.3,983.0,cluster_2,Low,Male,High
19.0,78.2,28.5,5.8,984.0,cluster_0,Medium,Female,High
21.0,83.3,14.8,8.9,985.0,cluster_2,Low,Female,Medium
23.0,75.4,24.8,4.2,986.0,cluster_0,Medium,Female,Medium
20.0,87.0,13.9,7.2,987.0,cluster_2,Low,Male,Medium
20.0,86.6,15.4,4.5,988.0,cluster_2,Low,Female,Medium
18.0,51.6,15.9,8.7,989.0,cluster_1,High,Male,Medium
21.0,81.5,18.8,8.1,990.0,cluster_0,Medium,Male,High
22.0,70.5,20.3,8.2,991.0,cluster_0,Medium,Female,Low
24.0,94.9,27.2,6.8,992.0,cluster_2,Low,Female,Low
19.0,57.6,19.3,7.9,993.0,cluster_1,High,Male,Low
24.0,68.7,29.7,5.2,994.0,cluster_0,Medium,Male,Low
18.0,59.1,16.6,6.1,995.0,cluster_1,High,Male,High
20.0,82.6,19.6,7.0,996.0,cluster_0,Medium,Male,Low
20.0,88.7,8.4,4.7,997.0,cluster_2,Low,Female,Low
22.0,94.2,24.0,8.8,998.0,cluster_2,Low,Male,High
22.0,93.0,10.5,4.5,999.0,cluster_2,Low,Female,Low
23.0,56.3,22.7,4.3,1000.0,cluster_1,High,Male,Low
19.0,95.5,22.8,4.5,1001.0,cluster_2,Low,Male,Low
19.0,92.2,13.0,7.1,1002.0,cluster_2,Low,Male,Low
22.0,73.0,26.3,6.3,1003.0,cluster_0,Medium,Female,High
24.0,77.6,20.4,6.0,1004.0,cluster_0,Medium,Female,Low
24.0,51.7,26.0,6.7,1005.0,cluster_1,High,Male,Medium
22.0,70.2,18.2,7.5,1006.0,cluster_0,Medium,Male,Medium
22.0,73.9,7.7,6.8,1007.0,cluster_0,Medium,Female,Medium
18.0,64.2,22.9,4.8,1008.0,cluster_1,High,Male,High
20.0,89.1,7.9,4.4,1009.0,cluster_2,Low,Female,Low
21.0,77.7,11.2,4.6,1010.0,cluster_0,Medium,Female,Medium
23.0,54.6,23.6,4.1,1011.0,cluster_1,High,Female,Medium
22.0,69.4,23.6,6.3,1012.0,cluster_0,Medium,Female,Medium
18.0,56.2,15.5,6.1,1013.0,cluster_1,High,Female,Low
21.0,58.4,23.3,5.9,1014.0,cluster_1,High,Male,Low
22.0,97.5,7.5,8.2,1015.0,cluster_2,Low,Female,Low
23.0,60.8,9.1,4.9,1016.0,cluster_1,High,Female,Low
21.0,61.8,15.3,5.7,1017.0,cluster_1,High,Female,Low
21.0,56.7,12.6,8.0,1018.0,cluster_1,High,Male,Low
19.0,86.4,27.6,4.2,1019.0,cluster_2,Low,Male,High
21.0,52.9,11.2,6.0,1020.0,cluster_1,High,Female,Medium
24.0,95.1,12.5,6.1,1021.0,cluster_2,Low,Male,Medium
22.0,82.6,10.1,8.7,1022.0,cluster_0,Medium,Male,Medium
23.0,91.1,13.8,4.3,1023.0,cluster_2,Low,Female,High
19.0,83.8,6.9,8.4,1024.0,cluster_2,Low,Female,Medium
22.0,64.9,11.9,7.7,1025.0,cluster_1,High,Male,Low
18.0,82.4,20.5,4.2,1026.0,cluster_0,Medium,Female,Low
22.0,59.5,20.7,6.7,1027.0,cluster_1,High,Female,High
23.0,74.7,11.3,6.6,1028.0,cluster_0,Medium,Female,Low
20.0,60.3,16.2,4.1,1029.0,cluster_1,High,Female,High
21.0,69.5,26.8,5.7,1030.0,cluster_0,Medium,Male,High
22.0,62.2,22.1,6.8,1031.0,cluster_1,High,Female,Medium
19.0,73.0,13.2,4.5,1032.0,cluster_0,Medium,Male,Medium
22.0,75.1,23.9,7.3,1033.0,cluster_0,Medium,Female,Medium
18.0,84.8,6.4,7.0,1034.0,cluster_2,Low,Female,Low
24.0,64.2,29.2,4.2,1035.0,cluster_1,High,Male,Medium
20.0,87.2,14.4,7.5,1036.0,cluster_2,Low,Female,Medium
21.0,80.1,17.6,6.7,1037.0,cluster_0,Medium,Female,Medium
20.0,95.4,17.3,7.6,1038.0,cluster_2,Low,Female,Medium
18.0,79.7,12.5,4.4,1039.0,cluster_0,Medium,Female,Low
19.0,57.7,21.2,8.7,1040.0,cluster_1,High,Male,Medium
21.0,52.2,15.9,5.3,1041.0,cluster_1,High,Male,Medium
20.0,98.7,5.2,4.4,1042.0,cluster_2,Low,Male,Low
18.0,65.3,22.3,6.8,1043.0,cluster_1,High,Male,Medium
20.0,83.4,17.0,8.8,1044.0,cluster_2,Low,Male,Medium
22.0,52.0,26.2,6.0,1045.0,cluster_1,High,Male,High
20.0,73.5,23.8,4.2,1046.0,cluster_0,Medium,Male,High
19.0,52.5,19.0,8.1,1047.0,cluster_1,High,Female,Low
19.0,77.6,13.4,8.1,1048.0,cluster_0,Medium,Female,Low
22.0,51.2,7.6,8.1,1049.0,cluster_1,High,Male,Medium
19.0,70.5,24.3,5.0,1050.0,cluster_0,Medium,Male,Medium
21.0,76.3,18.1,4.4,1051.0,cluster_0,Medium,Female,Medium
20.0,97.7,24.8,4.3,1052.0,cluster_2,Low,Female,Medium
23.0,93.7,20.5,7.8,1053.0,cluster_2,Low,Female,Low
21.0,69.9,18.8,8.6,1054.0,cluster_0,Medium,Female,High
24.0,57.0,16.8,8.0,1055.0,cluster_1,High,Female,High
24.0,70.7,18.6,8.6,1056.0,cluster_0,Medium,Female,Low
23.0,57.7,29.7,4.7,1057.0,cluster_1,High,Female,Low
24.0,88.9,8.4,8.6,1058.0,cluster_2,Low,Female,Medium
24.0,71.0,25.2,8.4,1059.0,cluster_0,Medium,Female,Low
24.0,79.2,8.0,8.5,1060.0,cluster_0,Medium,Female,Medium
18.0,77.1,11.2,5.9,1061.0,cluster_0,Medium,Female,Medium
20.0,79.1,28.9,5.2,1062.0,cluster_0,Medium,Female,Medium
20.0,93.0,26.7,5.0,1063.0,cluster_2,Low,Male,High
22.0,60.0,20.2,8.4,1064.0,cluster_1,High,Male,Low
22.0,55.4,7.2,6.7,1065.0,cluster_1,High,Male,Medium
22.0,73.0,13.3,5.7,1066.0,cluster_0,Medium,Female,High
22.0,81.8,13.1,6.5,1067.0,cluster_0,Medium,Female,Medium
22.0,55.4,22.6,5.5,1068.0,cluster_1,High,Male,High
23.0,99.8,5.0,6.9,1069.0,cluster_2,Low,Male,Low
20.0,62.7,9.3,4.9,1070.0,cluster_1,High,Female,Medium
21.0,77.8,16.0,8.7,1071.0,cluster_0,Medium,Male,Medium
18.0,51.2,18.1,7.3,1072.0,cluster_1,High,Female,Medium
18.0,78.2,20.5,4.9,1073.0,cluster_0,Medium,Female,Medium
20.0,94.0,28.5,4.5,1074.0,cluster_2,Low,Male,High
19.0,93.0,24.1,5.6,1075.0,cluster_2,Low,Male,Low
20.0,55.0,8.4,7.1,1076.0,cluster_1,High,Male,Medium
20.0,57.4,11.8,6.4,1077.0,cluster_1,High,Female,Medium
21.0,74.6,15.1,5.7,1078.0,cluster_0,Medium,Male,Medium
18.0,85.2,18.9,6.3,1079.0,cluster_2,Low,Female,Medium
22.0,74.8,27.7,6.3,1080.0,cluster_0,Medium,Female,Medium
20.0,64.2,29.6,7.2,1081.0,cluster_1,High,Male,Low
20.0,95.1,11.2,6.3,1082.0,cluster_2,Low,Female,Low
19.0,75.6,16.8,4.7,1083.0,cluster_0,Medium,Male,Low
20.0,59.5,14.5,7.6,1084.0,cluster_1,High,Male,Medium
21.0,78.5,14.4,6.8,1085.0,cluster_0,Medium,Female,Medium
22.0,89.3,23.5,5.8,1086.0,cluster_2,Low,Female,Low
18.0,59.2,13.1,6.2,1087.0,cluster_1,High,Male,Low
21.0,73.1,18.8,6.7,1088.0,cluster_0,Medium,Male,High
20.0,81.9,27.3,7.1,1089.0,cluster_0,Medium,Female,Low
23.0,82.4,12.4,8.1,1090.0,cluster_0,Medium,Female,Medium
19.0,85.7,9.1,4.1,1091.0,cluster_2,Low,Female,Medium
24.0,58.3,26.2,6.9,1092.0,cluster_1,High,Male,Medium
19.0,50.6,27.9,7.7,1093.0,cluster_1,High,Female,Low
22.0,86.5,26.6,8.3,1094.0,cluster_2,Low,Male,High
21.0,74.3,11.0,5.1,1095.0,cluster_0,Medium,Male,Medium
21.0,64.1,20.6,6.9,1096.0,cluster_1,High,Male,Low
20.0,72.2,12.3,7.6,1097.0,cluster_0,Medium,Female,High
19.0,53.7,16.8,8.9,1098.0,cluster_1,High,Male,Low
23.0,57.3,28.0,8.8,1099.0,cluster_1,High,Female,Low
19.0,50.7,6.4,5.2,1100.0,cluster_1,High,Female,Low
21.0,78.7,5.6,4.8,1101.0,cluster_0,Medium,Female,Low
24.0,81.9,10.2,7.4,1102.0,cluster_0,Medium,Female,Low
24.0,53.4,14.3,6.1,1103.0,cluster_1,High,Male,Medium
22.0,50.2,14.6,5.2,1104.0,cluster_1,High,Male,Medium
21.0,88.3,29.3,6.2,1105.0,cluster_2,Low,Female,Medium
21.0,71.0,14.7,4.8,1106.0,cluster_0,Medium,Male,High
20.0,60.8,29.6,5.0,1107.0,cluster_1,High,Female,High
22.0,79.7,20.1,7.0,1108.0,cluster_0,Medium,Female,Medium
20.0,79.3,17.8,4.0,1109.0,cluster_0,Medium,Female,Medium
20.0,55.5,22.4,6.4,1110.0,cluster_1,High,Female,Low
20.0,94.1,13.1,6.8,1111.0,cluster_2,Low,Male,Low
24.0,96.1,19.5,6.8,1112.0,cluster_2,Low,Female,Low
22.0,72.8,22.9,5.0,1113.0,cluster_0,Medium,Female,Low
20.0,50.8,17.5,7.0,1114.0,cluster_1,High,Male,Low
18.0,50.8,8.6,7.1,1115.0,cluster_1,High,Male,Medium
24.0,52.6,15.1,5.8,1116.0,cluster_1,High,Male,Low
24.0,95.6,8.9,8.8,1117.0,cluster_2,Low,Female,High
18.0,67.9,9.6,7.0,1118.0,cluster_0,Medium,Male,High
19.0,70.8,28.2,6.2,1119.0,cluster_0,Medium,Female,Low
24.0,70.5,23.6,4.2,1120.0,cluster_0,Medium,Female,High
21.0,61.9,7.5,5.5,1121.0,cluster_1,High,Female,Medium
24.0,54.6,28.0,7.3,1122.0,cluster_1,High,Male,Low
20.0,55.4,26.8,8.6,1123.0,cluster_1,High,Female,Medium
21.0,84.9,6.1,6.1,1124.0,cluster_2,Low,Female,Medium
19.0,69.8,7.4,6.4,1125.0,cluster_0,Medium,Male,Medium
24.0,73.2,6.7,4.7,1126.0,cluster_0,Medium,Male,Low
22.0,75.2,29.2,4.3,1127.0,cluster_0,Medium,Male,Low
22.0,96.4,21.5,7.6,1128.0,cluster_2,Low,Male,High
23.0,75.1,9.4,8.2,1129.0,cluster_0,Medium,Male,Medium
24.0,68.2,16.1,5.6,1130.0,cluster_0,Medium,Male,Medium
24.0,85.5,24.6,6.4,1131.0,cluster_2,Low,Female,Low
18.0,69.6,20.9,4.7,1132.0,cluster_0,Medium,Male,High
21.0,81.1,8.5,6.0,1133.0,cluster_0,Medium,Male,Medium
23.0,72.4,16.0,8.8,1134.0,cluster_0,Medium,Female,High
24.0,76.4,14.9,7.6,1135.0,cluster_0,Medium,Male,High
23.0,70.7,6.8,4.5,1136.0,cluster_0,Medium,Male,Low
23.0,78.5,28.4,8.9,1137.0,cluster_0,Medium,Male,Low
21.0,84.7,14.7,5.5,1138.0,cluster_2,Low,Female,Low
24.0,65.4,5.6,4.1,1139.0,cluster_1,High,Female,Medium
20.0,98.2,16.2,6.1,1140.0,cluster_2,Low,Female,Medium
20.0,99.2,12.5,4.9,1141.0,cluster_2,Low,Male,High
20.0,59.6,13.6,4.8,1142.0,cluster_1,High,Male,Medium
21.0,53.8,17.4,4.2,1143.0,cluster_1,High,Male,Medium
18.0,82.9,7.3,5.5,1144.0,cluster_0,Medium,Male,Medium
18.0,87.0,17.5,7.8,1145.0,cluster_2,Low,Male,Medium
24.0,84.0,26.1,4.8,1146.0,cluster_2,Low,Male,High
19.0,88.9,17.1,8.5,1147.0,cluster_2,Low,Male,Low
18.0,73.6,5.8,4.4,1148.0,cluster_0,Medium,Female,Medium
23.0,52.7,8.5,7.4,1149.0,cluster_1,High,Male,Low
23.0,67.9,23.0,4.9,1150.0,cluster_0,Medium,Female,Medium
18.0,82.3,16.5,6.9,1151.0,cluster_0,Medium,Male,Low
22.0,59.8,29.5,6.9,1152.0,cluster_1,High,Female,High
21.0,62.7,19.3,5.7,1153.0,cluster_1,High,Male,Medium
24.0,86.4,15.8,6.3,1154.0,cluster_2,Low,Male,Medium
18.0,96.3,14.1,8.1,1155.0,cluster_2,Low,Female,Low
21.0,89.4,26.7,7.8,1156.0,cluster_2,Low,Female,High
19.0,70.8,16.0,8.4,1157.0,cluster_0,Medium,Male,Medium
21.0,75.3,14.3,4.1,1158.0,cluster_0,Medium,Female,Low
24.0,52.5,23.0,5.3,1159.0,cluster_1,High,Female,Medium
18.0,77.7,12.1,6.2,1160.0,cluster_0,Medium,Female,Low
24.0,55.6,6.4,8.8,1161.0,cluster_1,High,Male,Low
24.0,75.2,15.0,5.3,1162.0,cluster_0,Medium,Female,Low
20.0,77.3,23.1,6.4,1163.0,cluster_0,Medium,Male,High
22.0,60.4,16.6,4.1,1164.0,cluster_1,High,Female,Low
23.0,91.5,11.5,4.0,1165.0,cluster_2,Low,Female,Medium
23.0,70.7,11.1,8.6,1166.0,cluster_0,Medium,Female,Medium
22.0,93.4,24.3,9.0,1167.0,cluster_2,Low,Female,Low
24.0,60.7,15.1,6.5,1168.0,cluster_1,High,Male,Medium
24.0,59.5,18.5,5.9,1169.0,cluster_1,High,Female,High
22.0,84.3,12.2,4.6,1170.0,cluster_2,Low,Female,Medium
18.0,55.8,11.9,4.1,1171.0,cluster_1,High,Male,Low
22.0,94.4,22.3,6.7,1172.0,cluster_2,Low,Female,Medium
21.0,72.2,9.5,7.3,1173.0,cluster_0,Medium,Female,Low
20.0,99.5,25.1,6.9,1174.0,cluster_2,Low,Female,Low
22.0,64.1,21.4,7.0,1175.0,cluster_1,High,Male,High
21.0,76.4,18.4,6.0,1176.0,cluster_0,Medium,Male,Medium
19.0,58.7,21.1,7.3,1177.0,cluster_1,High,Male,Low
21.0,72.0,7.5,4.2,1178.0,cluster_0,Medium,Female,Low
21.0,64.2,13.4,7.2,1179.0,cluster_1,High,Female,High
