Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Female,20,Business,57.16,74.63,63.02,89.79,99.6,9.7,72.1,77.95,C,26.4,Yes,Yes,PhD,Low,1,6.8
Female,21,CS,66.45,71.1,89.97,57.75,70.77,0.55,84.36,92.33,C,27.9,No,No,Master's,Medium,6,6.6
Female,22,Engineering,72.1,64.38,95.29,76.92,96.39,9.46,68.05,65.77,C,28.7,Yes,Yes,High School,Medium,7,5.5
Male,22,CS,72.5,50.92,83.75,99.42,60.2,3.77,57.4,50.5,C,23,No,Yes,Master's,Medium,4,5.3
Male,19,Business,57.86,43.37,62.62,74.81,77.89,4.17,95.38,99.33,D,17.4,No,Yes,Master's,Medium,8,5.5
Male,24,Engineering,77.95,96.87,49.53,93.22,67.48,7.31,65.06,88.35,D,12.1,No,Yes,Bachelor's,Medium,8,4.9
Male,19,Business,83.19,40.23,75.19,62.37,82.2,2.16,57.64,68.07,C,5.4,No,No,Master's,High,2,7.6
Male,22,Engineering,93.56,83.73,67.46,58.46,90.58,7.49,61.97,54.62,B,29.5,Yes,Yes,Master's,Medium,8,8.5
Male,18,Engineering,81.19,62.57,46.08,87.96,59.54,5.6,67.97,68.91,D,13.3,Yes,No,Master's,Low,2,7.7
Female,20,CS,83.07,89.07,41.83,92.88,66.05,4.76,96.69,66.75,F,13.6,Yes,Yes,Master's,Medium,2,6.4
Male,22,Mathematics,73.44,54.72,76.39,55.41,85.2,9.46,60.95,60.97,B,6.6,No,Yes,Bachelor's,Low,5,7.5
Male,23,Mathematics,56.41,88.26,65.08,62.29,69.85,1.45,96.83,97.37,F,23.9,No,Yes,PhD,Medium,7,8.2
Female,22,CS,90.29,54.96,64.34,74.81,63.8,4.85,58.28,71.36,A,29.6,Yes,Yes,PhD,High,2,7.7
Male,19,CS,80.85,42.52,45.2,94.01,80.71,9.3,97.21,66.24,C,11.3,No,Yes,High School,Low,9,5.7
Female,20,Business,75.725,52.25,40.21,70.91,97.16,4.87,91.2,82.04,C,11.9,No,Yes,PhD,Medium,9,4.6
Male,19,Engineering,68.7,52.04,93.91,77.31,56.63,4.05,54.1,84.17,A,28.4,No,Yes,High School,Low,5,6.5
Female,20,Engineering,90.52,43.91,53.07,74.81,89.96,6.5,72.26,99.19,A,20.1,No,Yes,High School,Medium,2,8.9
Female,18,Engineering,78.42,83.56,65.56,63.3,77.15,9.37,53.67,77.3,A,9.3,No,Yes,High School,Medium,7,4.1
Male,19,Business,55.43,62.8,98.32,56.7,76.28,0.49,66.49,87.63,F,6.1,No,Yes,High School,Medium,4,8.2
Male,24,CS,96.58,90.62,45.75,81.6,65.19,4.22,81.13,90.89,A,12.7,No,Yes,PhD,Low,3,6.7
Male,22,Business,95.93,53.18,52.81,74.31,88.51,3.73,80.15,78.06,A,27.8,No,Yes,PhD,High,7,4.7
Male,23,Engineering,92.17,78.34,83.8,92.3,75.72,3.02,58.49,70.94,A,29.2,Yes,Yes,PhD,Medium,1,7.1
Female,19,CS,71.81,92.65,81.9,99.06,62.49,2.29,66.46,71.03,D,11.6,No,Yes,PhD,Low,7,7.5
Male,22,CS,71.67,71.48,85.65,56.01,84.72,5.49,79.36,84.77,D,17.2,No,Yes,High School,Low,10,8.6
Male,24,Engineering,95.27,62.41,67.45,74.81,96.16,3.27,58.57,70.3,A,10.3,No,Yes,Bachelor's,Low,5,8.4
Female,18,CS,78.31,58.61,67.89,59.53,59.92,9.42,70.18,99.14,A,24.1,No,Yes,Bachelor's,Medium,8,4.6
Female,22,Engineering,75.725,44.77,78.87,67.66,65.84,1.56,97.48,76.17,D,9.9,Yes,No,Bachelor's,High,10,4.5
Female,24,Engineering,80.39,66.7,76.52,69.71,75.84,3.88,81.49,77.92,C,21.9,No,Yes,PhD,High,7,8.8
Female,22,Business,78.8,87.11,44.23,95.83,78.58,2.57,68.15,70.38,B,8.2,No,No,Bachelor's,Medium,10,8.8
Female,22,Engineering,69.84,41.85,43.9,82.94,59.69,5.49,85.97,67.78,B,9.8,No,Yes,Master's,Medium,2,8.1
Female,22,CS,99.53,75.15,97.92,52.03,61.5,7.36,91.94,99.27,A,5.6,No,Yes,Bachelor's,Medium,4,8.9
Male,22,Engineering,87.47,71.17,52.73,58.69,59.51,4.76,72.73,82.81,B,28.2,No,Yes,High School,Low,7,6.2
Female,21,Business,76.87,57.19,86.06,65.91,91.96,8.55,70.85,57.57,B,21.4,No,Yes,Bachelor's,Low,5,6.5
Female,23,Mathematics,75.725,56.73,64.58,74.23,96.65,7.85,72.61,86.31,D,28.1,Yes,Yes,High School,Low,2,8
Male,24,Engineering,65.29,61.41,68.03,74.81,92.98,2.45,65.54,94.23,B,22,No,Yes,Master's,Medium,8,8.2
Female,19,Engineering,75.725,78.51,67.17,66.47,97.89,9.75,50.61,95.86,B,7.2,Yes,Yes,High School,High,8,8.9
Male,24,Business,94.11,85.54,95.14,50.45,63.6,3.76,64.68,99.33,A,19.9,No,Yes,Bachelor's,Medium,4,5.1
Female,19,CS,57.4,89.2,57.08,97.76,63.48,2.3,57.08,88.56,F,19.4,No,Yes,PhD,Low,8,7.4
Female,21,Engineering,82.35,65.86,46.74,64.38,96.42,2,63.85,57.5,C,8.9,No,Yes,Bachelor's,Low,4,6.9
Female,19,CS,55.79,72.04,75.39,55.04,85.89,4.52,66.95,73.43,D,22.4,No,Yes,High School,High,3,5
Male,19,CS,85.08,86.42,78.22,65.27,63.27,0.61,51.99,89.25,A,20.4,No,Yes,Bachelor's,Low,6,6
Female,18,CS,84.06,87.04,71.39,88.54,83.84,7.64,54.66,56.26,F,25.2,No,Yes,High School,High,2,8.2
Male,19,Engineering,68.63,95.81,80.5,82.06,52.36,1.29,67.27,82.58,B,21.1,Yes,Yes,PhD,Medium,7,5.1
Female,21,CS,75.725,83.94,46.8,84.98,82.99,5.34,72.42,83.58,F,12,No,No,Master's,Low,7,6.5
Female,20,Engineering,82.28,85.19,47.4,74.81,50.65,7.83,75.59,70.7,D,26,Yes,Yes,PhD,Low,1,7.7
Male,18,Mathematics,88.49,52.3,47.2,74.81,80.36,8.04,76.56,88.95,B,12.6,No,Yes,Master's,Low,3,5.4
Male,21,Business,80.2,68.48,93.03,74.81,71.25,7.95,77.74,50.7,D,10.5,No,Yes,Bachelor's,Medium,7,8.5
Male,18,Business,76.98,81.59,50.17,74.81,99.7,1.93,60.65,95.93,B,22.2,No,Yes,Master's,Medium,8,4.8
Male,23,CS,54.41,73.69,45.44,76.03,54.68,8.93,72.56,92.79,F,14.3,Yes,Yes,PhD,Low,8,8.1
Female,20,Business,95.04,69.93,97.04,71.63,67.31,9.95,66.86,93.22,A,29.8,No,Yes,Bachelor's,Low,1,5.8
Female,19,Business,65.76,79.75,44.72,88.61,68.65,6.12,50.04,71.07,C,16.7,No,Yes,Bachelor's,Medium,3,7
Male,20,CS,61.63,75.24,57.49,61.1,77.81,4.37,83.25,94.64,F,20,Yes,Yes,Bachelor's,High,1,4.7
Male,23,CS,75.725,94.02,70.96,94.65,58.66,3.79,93.15,51.93,F,28.9,No,Yes,Master's,Medium,2,8.3
Female,22,CS,73.04,95.64,82.61,70.41,52.97,4.57,81.17,84.56,A,24,Yes,Yes,Master's,Low,2,7.3
Female,19,Engineering,65.67,45.75,46.95,78.72,80.82,2.56,57.29,82.85,B,5.4,No,Yes,Master's,Medium,5,8
Male,21,CS,59.55,65.55,45.1,89.9,95.47,5.53,89.96,81.5,D,29,No,Yes,PhD,Medium,6,8.5
Male,19,Engineering,75.95,59.59,71.63,66.02,67.5,9.05,58.07,65.29,F,5.6,Yes,Yes,PhD,Medium,7,4.8
Female,24,CS,83.63,78.46,59.61,85.42,66.79,1.16,87.09,89.77,F,18,No,Yes,Bachelor's,High,3,6.1
Male,24,CS,66.55,95.03,85.51,62.31,59.05,1.32,63.54,70.42,D,14.9,No,Yes,Bachelor's,Medium,8,6.3
Male,21,Engineering,85.63,46.54,43.46,64.09,97.44,3.01,99.23,95.4,B,6.7,No,Yes,High School,Medium,9,6.1
Male,23,CS,52.04,72.53,93.32,96.59,75.36,3.77,80.63,50.37,F,22.1,No,Yes,High School,Medium,6,6.7
Male,24,CS,58.02,54.09,73.76,51.3,61.24,7.88,70.32,54.49,D,21.3,Yes,Yes,High School,High,3,4.2
Male,18,Engineering,51.67,89.92,92.89,77.54,71.34,7.14,74.94,67.57,D,15.2,Yes,Yes,High School,Medium,10,6.5
Male,22,Business,64.65,40.28,69.87,74.15,56.87,0.9,54.73,77.22,A,25.4,No,Yes,Bachelor's,Medium,3,6.7
Male,18,Business,98.16,80.34,56.29,59.64,52.49,6.07,82.25,85.74,B,22.4,No,No,Bachelor's,Low,6,4.7
Male,19,Business,79.43,67.25,90.46,79.17,74.91,6.32,68.41,86.29,F,11.4,No,Yes,Master's,High,10,5.3
Male,21,Business,80.79,97.5,59.06,68.47,66.27,1.33,91.3,92.53,C,8.4,No,No,Bachelor's,High,7,7.2
Female,22,Engineering,83.91,66.04,50.04,78.1,91.7,0.32,78.91,68.96,F,15.2,No,Yes,Bachelor's,Low,5,7.1
Male,19,CS,52.51,66.99,88.53,88.23,74.46,4.44,69.8,70.08,C,25.4,No,Yes,Master's,High,10,4.9
Male,23,CS,94.1,90.84,89.39,54.39,56.4,2.48,52.37,52.64,A,14.7,Yes,Yes,PhD,Medium,5,7.9
Male,24,Engineering,92.6,58.12,73.04,59.92,53.07,4.21,91.49,54.17,A,28.4,No,Yes,Master's,Medium,8,6.2
Female,20,Business,75.32,62.31,50.63,86.97,65.92,0.77,51.24,52.8,C,29.2,No,Yes,Bachelor's,High,5,8.8
Female,19,Business,68.09,52.55,74.44,74.67,76.78,0.79,70.35,92.21,F,8.9,No,Yes,PhD,Low,10,5.1
Male,18,CS,75.725,79.41,61.99,66.36,50.72,8.38,50.31,71.96,B,13.7,Yes,Yes,Bachelor's,Medium,1,5.6
Male,20,CS,55.56,70.65,73.48,75.35,72.19,6.63,64.5,62.4,C,12.8,Yes,Yes,Master's,Low,1,5.6
Male,23,Business,79.51,53.87,69.91,67.33,58.92,4.17,67.31,53.62,D,28.1,No,Yes,PhD,Medium,1,5.4
Female,20,CS,84.08,64.17,76.13,99.71,68.41,8.66,98.24,71.56,A,7.2,No,Yes,Bachelor's,Low,4,7.9
Male,22,Engineering,96.72,62.39,41.93,67.87,83.75,1.86,83.05,80.02,A,19.7,Yes,Yes,PhD,Low,3,5.7
Male,24,CS,89.01,99.24,41.97,81.35,67.55,2.65,77.18,89.86,A,17.1,Yes,Yes,High School,Low,5,5
Female,19,CS,82.19,91.21,83.3,94.42,67.07,1.37,56.35,52.58,F,29.4,No,Yes,PhD,Medium,7,7
Female,23,Engineering,55.84,63.28,51.59,81.9,99.54,3.82,69.56,70.89,D,29.1,No,Yes,High School,High,6,6.3
Male,22,Engineering,68.69,94.83,79.13,78.29,85.94,9.87,51.79,98.84,D,15.6,Yes,Yes,PhD,Low,3,4.1
Male,19,Engineering,56.94,60.56,72.79,74.81,75.69,1.61,88.08,56.04,F,16,Yes,No,PhD,High,2,5.4
Male,20,Engineering,94.06,80.07,98.91,74.82,78.97,8.31,58.14,70.01,A,14.6,No,Yes,PhD,Low,2,4.2
Male,20,CS,87.48,98,90.12,90.38,81.01,6.52,79.72,63.75,B,24.7,No,Yes,High School,High,3,7.8
Female,21,Engineering,87.88,63.42,64.79,52.52,51.23,0.16,84.97,56.7,A,7.5,No,Yes,Bachelor's,High,10,8.8
Male,21,Mathematics,75.725,80.79,76.98,94.26,54.01,9.45,68.33,91.95,B,7.9,Yes,No,Master's,Low,3,6.5
Male,20,Business,75.35,57.76,47.04,79.31,82.46,9.71,81.63,84.86,B,22.6,Yes,Yes,PhD,High,3,6.8
Female,20,CS,57.5,55.98,63.18,92.44,68.22,9.25,88.21,70.58,F,5.4,No,Yes,Master's,Medium,8,8.2
Male,18,CS,66.48,74.45,84.03,50.52,52.77,5.02,59.21,68.45,C,21.8,Yes,Yes,Master's,Medium,3,4.1
Male,24,Mathematics,75.725,98.76,77.36,93.46,64.88,2.2,80.04,91.39,A,8.2,Yes,Yes,PhD,Medium,6,4.8
Female,18,Engineering,86.25,67.19,69.07,74.81,56.51,3.91,86.69,54.54,A,24.7,Yes,Yes,High School,Low,9,7.3
Male,24,CS,84.06,50.01,56.31,74.52,96.3,5.85,55.78,74.36,A,16.7,Yes,No,PhD,High,2,8.9
Female,21,Engineering,72.97,64.11,89.23,81.41,81.31,7.96,96.65,88.74,C,24.8,No,Yes,PhD,Medium,5,6
Male,20,Mathematics,56.76,78.6,76.7,58.17,76.1,2.09,67.87,81.2,D,28.1,No,Yes,Master's,Medium,5,6.8
Male,22,CS,66,45.76,42.44,63.86,71.8,9.58,54.14,96.74,C,26.7,No,Yes,PhD,High,7,8.5
Male,23,CS,85.02,99.62,53.95,78.02,73.36,2.5,59.02,74.59,B,20.9,No,Yes,PhD,High,5,4.2
Male,23,Business,91.45,66.26,89.08,54.06,61,0.36,74.75,68.28,A,21.9,No,Yes,High School,Low,6,7.7
Female,21,CS,88.05,77.09,74.49,75.79,69.83,3.32,67.38,50.84,B,15.2,No,Yes,Bachelor's,Low,5,4
Male,18,CS,59.32,45.25,67.98,80.88,97.89,3.71,92.07,62.76,D,10.7,Yes,Yes,High School,High,9,8.3
Male,23,Mathematics,85.96,69.72,78.83,74.81,59.5,1,94.05,59.4,A,15.3,No,Yes,Master's,High,6,6.5
Male,19,CS,83.43,95.85,67.97,74.81,64.69,0.01,73.66,56.78,A,19.8,No,Yes,PhD,Low,3,4.4
Male,22,CS,87.41,93.8,78.66,76.02,59.58,5.75,94.43,51.61,B,22.3,Yes,Yes,High School,Medium,3,6.2
Female,19,CS,57.88,71.88,90.31,74.81,63.49,0.18,82.1,55.18,C,13.3,Yes,Yes,Bachelor's,Medium,10,5.8
Female,23,Engineering,61.82,81.84,82.12,77.08,52.32,8.6,58.13,52.26,A,11.2,No,Yes,PhD,High,4,6.3
Male,18,Mathematics,68.29,60.4,59.8,68.76,57.73,5.84,52.63,56.87,B,9.6,No,Yes,High School,Low,5,8.5
Male,24,CS,68.02,87.64,40.57,71.6,58.33,3.49,76.95,83.38,F,27.4,No,Yes,Master's,Low,7,6.3
Male,19,Engineering,96.27,76.1,50.48,78.33,87.65,2.54,87.55,79.18,A,25.7,Yes,Yes,High School,Medium,2,7.4
Female,22,Engineering,52.93,40.35,44.66,79.93,89.78,2.27,58.68,66.11,D,13.6,No,Yes,High School,Low,2,8.5
Male,19,CS,75.725,45.73,81.98,57.09,70.57,8.95,56.53,57.06,A,20.3,No,Yes,Master's,High,1,5
Female,22,CS,66.7,72.46,79.34,98.91,87.19,8.03,73.67,87.09,F,27.1,No,Yes,Master's,High,6,4.4
Male,21,Engineering,55.12,56.57,45.64,90.35,91.87,0.34,92.59,64.24,F,19.5,No,Yes,High School,High,9,8.3
Male,18,CS,81.64,69.73,97.7,72.25,84.32,8.91,83.38,67.59,B,9,Yes,Yes,PhD,Medium,5,8.9
Female,23,CS,96.54,83.03,74.43,61.6,73.75,5.57,52.54,68.21,A,25.7,No,Yes,Bachelor's,Low,7,6.9
Female,22,Engineering,76.53,65.87,41.91,73.98,54.88,2.08,90.91,50.75,F,12.5,No,Yes,Master's,High,5,6.7
Male,19,CS,80.23,77.92,56.57,72.71,78.01,7.62,99.34,57.78,F,14.8,No,Yes,Master's,High,2,7.3
Female,23,Engineering,88.71,67.73,54.18,99.33,95.81,4.39,89.85,60.38,A,27.2,No,Yes,High School,Medium,6,5.7
Female,19,CS,74.73,52.31,49.6,76.64,63.03,5.52,90.46,82.64,C,26,No,Yes,High School,Medium,9,7.2
Male,21,Engineering,75.725,67.67,90.22,60.93,52.97,3.46,88.05,75.92,B,28.2,No,Yes,High School,High,9,5.2
Male,18,CS,75.725,67.67,65.04,74.81,94.25,0.28,98.41,50.49,A,19.1,Yes,Yes,High School,Medium,8,6.4
Male,19,CS,75.725,88.65,87.82,62.77,73.94,4.61,96.79,55.18,A,22.4,Yes,Yes,Master's,Medium,9,7.6
Female,23,Engineering,80.41,89.47,71.87,60.12,86.87,5.71,60.7,89.42,B,26.5,No,Yes,High School,Medium,4,7.4
Female,21,Engineering,74.33,44.32,65.41,78.51,66.29,3.71,82.04,91.28,A,14.3,No,Yes,High School,Low,5,5.7
Male,24,Engineering,55.53,82.16,78.18,52.04,75.65,8.69,67.59,98.72,D,5.8,No,Yes,Bachelor's,Medium,3,6.9
Male,23,CS,95.75,72.35,76.25,50.11,50.17,7.83,52.79,53.19,B,12.1,No,Yes,High School,Medium,3,4.1
Female,20,CS,65.19,49.04,66,58.95,97.22,9.72,81.66,93.3,C,14.3,No,Yes,Bachelor's,Low,3,4.9
Male,19,CS,87.09,67.67,62.97,91.19,62.78,0.94,96.08,70.81,A,15,No,Yes,Bachelor's,Low,7,8.9
Male,20,Engineering,64.73,97.04,48.05,67.01,90.82,4.92,96.42,65.41,A,24.4,Yes,Yes,High School,High,3,7.3
Female,18,Business,81.37,98.81,84.99,74.81,73.7,9.8,94.32,82.35,C,6,No,Yes,High School,High,10,8.3
Female,23,CS,83.63,50.85,81.72,58.58,65.54,4.48,89.61,88.63,D,18.5,No,Yes,Master's,Low,1,8.6
Male,18,CS,79.01,82.75,72.32,72.47,85.89,7.79,80.38,58.23,A,26.5,Yes,Yes,Bachelor's,High,6,8.9
Female,20,CS,64.58,56.57,96.13,67.14,73.12,9.53,81.45,94.53,F,27.7,No,Yes,Bachelor's,Low,4,6
Female,21,Engineering,91.57,99.3,84.71,83.92,83.79,1.73,52.3,91.92,A,27.2,No,Yes,Bachelor's,High,8,5.7
Female,22,Engineering,75.37,47.14,71.85,81.98,92.27,7.65,80.91,89.69,F,26.3,No,Yes,PhD,Low,5,4.5
Male,24,Engineering,57.09,68.39,85.89,74.81,61.15,5.02,76.36,64.48,C,21.7,No,No,Bachelor's,High,10,4.3
Female,19,Engineering,75.725,57.17,44.71,61.97,78.49,4.63,50.19,84.45,D,22.2,Yes,Yes,PhD,High,3,8
Female,22,Engineering,89.35,70.84,95.09,84.57,88.45,4.76,93.98,57.75,B,10.1,No,Yes,PhD,Medium,2,5.8
Male,18,Mathematics,75.725,89.81,87.14,85.47,85.92,1.86,65.53,81.22,B,15.3,Yes,Yes,Master's,Medium,1,4.2
Female,22,CS,79.94,87.53,47.32,74.81,76.33,1.67,56.5,98.85,A,21.9,Yes,Yes,PhD,High,10,6.1
Female,20,CS,52.04,90.67,65.76,99.44,77.6,0.12,66.99,92.67,D,22.4,Yes,Yes,PhD,Low,3,4.8
Female,19,CS,97.17,41.77,46.07,80.15,89.72,1.29,75.28,69.01,A,14.5,No,Yes,PhD,Low,1,5.7
Male,20,Business,77.01,91.39,58.53,68.02,84.15,2.97,59.63,53.44,B,25,Yes,Yes,Bachelor's,Medium,2,8.9
Male,21,Engineering,80.56,71.01,64.33,71.5,68.72,1.21,69.22,61.01,A,18.3,No,Yes,High School,Medium,9,5.6
Male,21,Engineering,98.18,55.45,43.61,82.65,65.72,3.53,62.57,72.86,A,18.6,No,Yes,Bachelor's,Medium,8,4.6
Male,21,Business,75.725,40.87,52.1,74.81,89.02,7.32,96.32,83.4,D,25.1,Yes,Yes,Bachelor's,Medium,9,6.2
Female,23,CS,99.56,86.93,53.07,78.05,84.61,1.02,92.42,74.9,A,8.6,No,Yes,High School,High,2,5.8
Male,18,CS,72.77,81.68,85.8,94.88,78.41,2.07,85.16,87.95,C,7.3,Yes,Yes,High School,Low,6,5
Female,18,CS,75.725,99.28,58.16,55.01,75.7,8.15,62.14,50.88,F,24,No,Yes,High School,Medium,6,5.4
Male,18,Mathematics,75.725,70.62,99.15,74.81,61.39,4.8,80.77,72.35,F,26.5,No,Yes,Bachelor's,Medium,2,8.2
Male,20,Mathematics,92.53,65.8,59.47,72.93,67.84,1.49,71.71,74.65,A,22.2,Yes,No,PhD,Low,5,7.4
Male,22,CS,98.3,57.2,70.99,95.02,88.4,10,56.62,65.96,A,9.5,No,Yes,High School,High,10,4.6
Male,24,CS,89.89,42.55,50.45,55.28,76.34,2.31,57.83,74.26,B,27.8,Yes,Yes,Bachelor's,Low,4,8.4
Female,18,Mathematics,75.725,98.67,72.3,79.34,96.81,2.54,67.62,96.23,C,24.1,No,Yes,Bachelor's,High,1,8.3
Male,24,Business,80.9,75.87,64.94,57.47,83.17,3.35,85.79,89.11,F,13.6,Yes,Yes,Master's,Low,6,8.1
Male,18,Engineering,54.58,59.89,78.6,88.61,70.61,7.06,99.37,79.02,D,15.2,No,Yes,Master's,Medium,9,7
Female,24,Business,55.66,53.38,79.73,87.53,73.75,9.59,87,94.82,D,12,No,Yes,PhD,Low,8,4.7
Male,19,CS,55.42,56.59,49.26,92.14,60.21,8.2,92.21,57.34,D,29,No,Yes,PhD,Low,4,8.6
Male,20,Engineering,86.22,43.01,69.98,55.29,54.96,5.98,73.82,72.49,A,23.2,No,Yes,Bachelor's,High,6,4.7
Male,23,Business,75.725,83.11,49.95,86.05,63.09,4.92,62.83,65.4,C,9.9,No,Yes,PhD,Low,5,6.5
Female,22,Engineering,77.53,62.32,58.79,90.3,70.98,9.52,69.41,50.06,F,10.1,Yes,Yes,Master's,Medium,1,4.5
Male,21,CS,85.32,51.96,52.74,99.49,77.74,9.04,85.15,98.72,A,20.4,Yes,No,Master's,Low,7,7.8
Male,24,Business,84.24,72.69,47.55,93.22,95.39,1.66,95.24,51.3,D,27.6,No,Yes,Bachelor's,Medium,7,4.7
Female,19,CS,66.54,84.25,99.58,66.77,82.81,3.69,75.92,72.39,A,12.8,Yes,Yes,Master's,Medium,5,8.2
Female,18,CS,62.97,93.5,97.85,74.81,81.98,9.55,93.03,77.37,B,18.6,No,Yes,Bachelor's,Low,4,5.3
Male,20,Business,92.35,58.06,41.34,51.6,92.75,6.35,77.4,67.42,B,26.8,No,Yes,PhD,Medium,5,5.8
Female,18,CS,85.88,95.78,74.7,63.35,59.16,2.1,60.8,95.83,A,17.2,Yes,Yes,PhD,Low,9,8.9
Female,24,Engineering,85.1,56.86,43.34,93.07,61.58,7.42,64.24,97.32,A,21.9,Yes,Yes,Master's,Low,8,6
Female,19,Engineering,52.26,95.61,52.34,54.32,75.62,0.52,60.06,54.08,F,8.3,No,Yes,PhD,Low,2,4.6
Male,23,CS,69.28,97.83,72.67,75.89,70.49,2.21,63.95,83.89,C,16.9,Yes,Yes,Master's,High,3,5.1
Female,24,Engineering,67.16,48.73,50.7,57.97,78.72,0.06,72.04,95.41,A,11.9,No,Yes,Bachelor's,Low,9,7.4
Male,21,CS,90.83,98.47,90.03,74.81,96.04,3.86,90.48,58.96,A,19.7,No,No,PhD,Medium,7,6.9
Female,22,Mathematics,98.35,45.14,86.63,91.62,95.86,8.5,91.45,61.86,A,21.8,No,Yes,PhD,Medium,9,6.6
Male,20,Engineering,91.24,66.65,88.97,93.75,65.11,6.68,77.64,64.73,B,21.1,No,Yes,Master's,Medium,7,4.6
Male,18,Business,98.37,69.31,83.73,59.24,96.39,2.63,78.55,66.91,B,26,Yes,Yes,Master's,Low,7,6.7
Female,20,Engineering,65.72,41.33,65.38,73.83,84.35,1.29,87.64,51.61,D,18.6,Yes,Yes,High School,Low,1,9
Male,21,CS,53.87,81.67,80.01,74.84,72.49,7.37,63.98,92.94,D,15.3,Yes,Yes,PhD,Low,5,6.3
Male,23,Mathematics,71.57,95.59,40.01,66.31,52.35,1.55,84.56,67.15,D,13.2,Yes,Yes,High School,High,5,8.2
Female,21,Engineering,75.725,78.67,47.42,57.89,85.96,4.78,52.33,50.6,A,10.8,No,Yes,PhD,Medium,9,7.2
Male,19,Business,89.94,50.84,65.83,84.69,82.27,0.75,97.89,90.32,B,16.6,No,Yes,Bachelor's,Medium,5,8.3
Male,21,CS,75.725,55.44,57.45,74.81,55.96,6.29,84.74,77.35,A,28.4,No,Yes,Master's,Medium,9,9
Male,18,CS,90.33,93.29,88.42,87.06,65.22,6.4,66.23,78.32,A,8.3,No,Yes,PhD,High,9,6.4
Female,21,Mathematics,50.51,59.61,68.43,53.17,86.68,2.57,83.49,76.87,F,16.5,No,Yes,Master's,Low,3,8.3
Male,20,Mathematics,51.53,63.85,83.02,50,52.36,8.24,93.55,59.89,C,26.7,No,Yes,Bachelor's,Low,4,5.5
Female,18,Mathematics,60.1,80.9,81.91,93.14,58.1,6.97,73.46,74.62,A,24,Yes,Yes,High School,Low,10,8.1
Female,18,CS,60.94,61.77,61.19,83.98,82.17,7.49,90.91,74.38,F,18.8,Yes,Yes,Master's,High,3,6.9
Female,21,CS,73.56,62.94,41.83,79.51,64.88,6.16,66.06,81.22,A,13.2,No,Yes,PhD,Low,4,5.2
Female,18,CS,92.38,93.74,86.8,54.17,57.77,7.5,79.78,63.6,A,22.1,Yes,Yes,Bachelor's,Medium,6,5.6
Male,24,CS,94.45,68.62,94.66,61.22,80.96,2.35,91.79,82.95,A,14,No,Yes,Bachelor's,Low,8,6
Female,22,Mathematics,80.81,62.75,48.63,74.81,98.72,1.51,55.55,90.53,B,7.5,Yes,Yes,Bachelor's,Medium,9,6.1
Male,23,CS,96.68,75.81,70.99,76.58,82.96,4.2,56.29,89.56,B,26.8,No,Yes,High School,Medium,6,4.7
Male,22,Business,75,85.54,61.1,74.81,72.46,8.63,74.52,78,D,12.4,Yes,Yes,Master's,High,9,6.4
Female,18,CS,75.725,87.9,57.49,80.18,91.38,3.23,93.25,67.45,F,5.1,No,Yes,PhD,Low,10,7.9
Female,21,Business,69.4,89.29,73.78,94.42,75.23,0.04,88.29,78.29,F,24.5,Yes,Yes,Bachelor's,Medium,8,8.1
Male,21,CS,66.44,56.66,70.35,74.81,64.63,2.99,61.02,82.11,D,21.9,No,Yes,Master's,Low,5,8.9
Female,18,Engineering,83.14,58.18,77.25,58.22,52.83,1.1,67.4,78.29,B,6,Yes,Yes,Bachelor's,Medium,10,5.3
Female,22,Engineering,99.75,53.43,93.62,83.73,95.82,6.51,58.2,74.01,A,21.7,Yes,Yes,Master's,Low,4,4.9
Female,20,CS,81.82,89.81,67.32,87.44,94.85,9.15,73.29,54.65,C,29.3,No,Yes,High School,Medium,9,6.8
Female,23,Business,83.37,53.65,86.43,62.66,99.83,6.48,82.84,58.9,B,12.8,No,Yes,PhD,Medium,9,4.8
Male,21,Mathematics,50.2,43.79,77.63,86.72,76.54,2.53,87.98,72.12,F,14.2,No,Yes,Master's,High,9,5.9
Female,23,Business,58.43,95.86,49.77,65.25,76.76,9.37,69.99,75.47,C,29.8,No,Yes,Bachelor's,Medium,3,4.2
Female,23,CS,52.53,90.43,73.53,91.05,79.18,8.85,89.76,59.6,C,26,No,Yes,High School,Low,4,7.6
Female,23,CS,88.06,93.67,48.04,54.51,98.45,5.66,70.63,70.52,A,13.9,No,Yes,PhD,Low,1,8.8
Male,23,CS,56.68,70.38,64.35,99.95,58.45,0.84,82.09,59.33,F,14.8,No,Yes,Bachelor's,Medium,10,8.7
Male,24,CS,50.37,93.96,83.46,92.52,55.84,9.08,94.23,60.04,D,11.4,No,Yes,PhD,Low,2,8
Male,24,Engineering,82.98,43.6,67.21,91.39,82.08,7.73,66.47,76.2,D,27.3,No,Yes,Master's,Medium,7,4.8
Female,18,Engineering,67.51,52.79,95.33,74.81,81.87,3.03,90.62,77.89,F,13.8,No,No,High School,Medium,1,4.5
Male,19,Engineering,62.09,55.94,53,61.69,56.14,1.18,72.42,80.91,C,25.4,No,Yes,Bachelor's,Low,2,5.4
