Transaction_ID,Store_Region,Product_Category,Payment_Method,Customer_Type,Unit_Price,Items_Sold,Gross_Amount,Discount_Percent,Discount_Amount,Net_Sales_Amount,Average_Price_Per_Item,Effective_Discount_Per_Item
TXN4296,West,Furniture,Cash,Guest,704.78,5,3523.9,24.82,,2649.27,,6.34
TXN4297,South,Furniture,Credit Card,New,623.89,1,,26.27,163.9,459.99,459.99,155.24
TXN4298,South,Apparel,Credit Card,Returning,502.83,5,,24.93,,1887.37,377.47,70.31
TXN4299,North,Apparel,Cash,Member,733.98,14,10275.72,,1087.17,9188.55,656.32,70.69
TXN4300,South,Furniture,UPI,Returning,,16,15275.2,11.5,1756.65,,844.91,56.44
TXN4301,East,Grocery,Cash,New,321.44,9,2892.96,9.13,264.13,2628.83,292.09,29.35
TXN4302,West,Furniture,Wallet,Member,873.53,4,3494.12,17.01,594.35,2899.77,724.94,148.59
TXN4303,North,Apparel,Wallet,Guest,188.47,3,565.41,9.92,56.09,509.32,169.77,18.7
TXN4304,South,Furniture,Wallet,Guest,326.1,11,3587.1,10.01,359.07,3228.03,293.46,32.64
TXN4305,North,Electronics,Credit Card,New,356.04,17,6052.68,4.36,263.9,5788.78,340.52,15.52
TXN4306,West,Electronics,Wallet,Guest,77.09,17,1310.53,0.74,9.7,1300.83,76.52,0.57
TXN4307,North,Electronics,Wallet,Guest,643.29,15,9649.35,15.36,1482.14,8167.21,544.48,98.81
TXN4308,South,Electronics,Wallet,New,565.3,12,6783.6,9.09,616.63,6166.97,513.91,51.39
TXN4309,North,Apparel,Credit Card,New,852.03,4,3408.12,6.24,212.67,3195.45,798.86,53.17
TXN4310,North,Apparel,Credit Card,Returning,862.11,12,10345.32,3.63,375.54,9969.78,830.82,31.29
TXN4311,North,Furniture,UPI,Guest,265.93,10,2659.3,3.24,86.16,2573.14,257.31,8.62
TXN4312,West,Furniture,Cash,Guest,842.98,19,16016.62,20.23,3240.16,12776.46,672.45,170.53
TXN4313,South,Apparel,UPI,New,693.42,4,2773.68,3.55,98.47,2675.21,668.8,24.62
TXN4314,North,Furniture,Wallet,New,255.1,18,4591.8,10.9,500.51,4091.29,227.29,27.81
TXN4315,North,Furniture,UPI,Guest,984.03,3,2952.09,24.56,725.03,2227.06,742.35,241.68
TXN4316,East,Grocery,Wallet,Member,910.64,6,5463.84,21.8,1191.12,4272.72,712.12,198.52
TXN4317,South,Apparel,UPI,Member,498.14,17,8468.38,19.42,1644.56,6823.82,401.4,96.74
TXN4318,South,Furniture,Cash,Returning,152.86,16,2445.76,7.95,194.44,2251.32,140.71,12.15
TXN4319,South,Furniture,Credit Card,Guest,258.4,13,3359.2,23.96,804.86,2554.34,196.49,61.91
TXN4320,North,Grocery,UPI,Returning,953.69,17,16212.73,20.67,3351.17,12861.56,756.56,197.13
TXN4321,North,Furniture,Cash,Member,240.37,2,480.74,5.3,25.48,455.26,227.63,12.74
TXN4322,North,Furniture,Cash,New,713.08,14,9983.12,14.57,1454.54,8528.58,609.18,103.9
TXN4323,North,Furniture,UPI,New,843.31,5,4216.55,12.44,524.54,3692.01,738.4,104.91
TXN4324,South,Apparel,Cash,New,483.95,2,967.9,10.11,97.85,870.05,435.02,48.93
TXN4325,West,Apparel,Cash,New,217.1,17,3690.7,23.41,863.99,2826.71,166.28,50.82
TXN4326,South,Furniture,Cash,Member,692,2,1384,25.19,348.63,1035.37,517.69,174.31
TXN4327,North,Electronics,Wallet,Guest,344.48,3,1033.44,13.64,140.96,892.48,297.49,46.99
TXN4328,West,Furniture,Credit Card,Returning,314.89,11,3463.79,8.85,306.55,3157.24,287.02,27.87
TXN4329,East,Apparel,Wallet,Guest,716.53,10,7165.3,12.48,894.23,6271.07,627.11,89.42
TXN4330,South,Apparel,UPI,New,797.08,16,12753.28,21.32,2719,10034.28,627.14,169.94
TXN4331,South,Grocery,Credit Card,Returning,339.57,15,5093.55,2.68,136.51,4957.04,330.47,9.1
TXN4332,North,Apparel,Wallet,Guest,940.53,1,940.53,13.56,127.54,812.99,812.99,127.54
TXN4333,North,Electronics,Wallet,Guest,498.65,7,3490.55,12.66,441.9,3048.65,435.52,63.13
TXN4334,East,Furniture,UPI,New,759.68,9,6837.12,0.81,55.38,6781.74,753.53,6.15
TXN4335,East,Grocery,Cash,Member,564.31,3,1692.93,22.07,373.63,1319.3,439.77,124.54
TXN4336,North,Furniture,UPI,New,847.74,10,8477.4,8.8,746.01,7731.39,773.14,74.6
TXN4337,East,Grocery,Wallet,Returning,488.43,6,2930.58,7.35,215.4,2715.18,452.53,35.9
TXN4338,North,Apparel,Credit Card,Member,700.8,9,6307.2,1.08,68.12,6239.08,693.23,7.57
TXN4339,North,Grocery,Cash,Guest,72.72,18,1308.96,7.66,100.27,1208.69,67.15,5.57
TXN4340,North,Grocery,Wallet,New,789.98,1,789.98,28.44,224.67,565.31,565.31,224.67
TXN4341,North,Furniture,UPI,New,209.55,3,628.65,5.89,37.03,591.62,197.21,12.34
TXN4342,West,Furniture,Cash,New,929.52,10,9295.2,18.2,1691.73,7603.47,760.35,169.17
TXN4343,South,Apparel,UPI,Guest,733.77,13,9539.01,6.31,601.91,8937.1,687.47,46.3
TXN4344,West,Grocery,Wallet,Returning,804.83,5,4024.15,10.15,408.45,3615.7,723.14,81.69
TXN4345,East,Grocery,Cash,Returning,309.34,6,1856.04,7.78,144.4,1711.64,285.27,24.07
TXN4346,West,Electronics,UPI,Member,975.18,17,16578.06,10.51,1742.35,14835.71,872.69,102.49
TXN4347,West,Furniture,Wallet,Returning,989.05,11,10879.55,24.29,2642.64,8236.91,748.81,240.24
TXN4348,East,Furniture,Wallet,Returning,860.54,16,13768.64,25.51,3512.38,10256.26,641.02,219.52
TXN4349,North,Furniture,Wallet,New,530.16,15,7952.4,24.14,1919.71,6032.69,402.18,127.98
TXN4350,South,Furniture,Credit Card,Guest,272.16,10,2721.6,25.45,692.65,2028.95,202.9,69.26
TXN4351,South,Grocery,Credit Card,New,554.98,5,2774.9,25.78,715.37,2059.53,411.91,143.07
TXN4352,North,Apparel,Wallet,Guest,971.78,15,14576.7,18.17,2648.59,11928.11,795.21,176.57
TXN4353,West,Furniture,Cash,Guest,497.97,4,1991.88,23.44,466.9,1524.98,381.25,116.72
TXN4354,East,Apparel,UPI,New,449.02,16,7184.32,22.04,1583.42,5600.9,350.06,98.96
TXN4355,South,Grocery,Credit Card,Member,684.58,3,2053.74,20.53,421.63,1632.11,544.04,140.54
TXN4356,South,Apparel,Wallet,Guest,951.53,5,4757.65,19.58,931.55,3826.1,765.22,186.31
TXN4357,North,Apparel,Cash,Guest,655.35,1,655.35,18.62,122.03,533.32,533.32,122.03
TXN4358,East,Furniture,UPI,Member,482.08,16,7713.28,1.42,109.53,7603.75,475.23,6.85
TXN4359,East,Grocery,UPI,Guest,692.16,14,9690.24,11.86,1149.26,8540.98,610.07,82.09
TXN4360,West,Grocery,UPI,Returning,176.94,3,530.82,12.5,66.35,464.47,154.82,15.52
TXN4361,North,Electronics,Cash,Member,344.23,11,3786.53,21.64,819.41,2967.12,269.74,0.57
TXN4362,West,Apparel,UPI,Returning,552.03,12,6624.36,23.77,1574.61,5049.75,420.81,98.81
TXN4363,West,Apparel,Wallet,New,373.14,9,3358.26,12.04,404.33,2953.93,328.21,51.39
TXN4364,North,Grocery,UPI,Returning,969.47,4,3877.88,15.34,594.87,3283.01,820.75,53.17
TXN4365,West,Furniture,Cash,Member,875.07,7,6125.49,0.28,17.15,6108.34,872.62,31.29
TXN4366,East,Grocery,Cash,Member,243.75,2,487.5,29.45,143.57,343.93,171.97,8.62
TXN4367,South,Electronics,UPI,Returning,75.03,5,375.15,10.93,41,334.15,66.83,170.53
TXN4368,East,Apparel,Credit Card,Returning,106.02,6,636.12,28.92,183.97,452.15,75.36,24.62
TXN4369,East,Electronics,Cash,Returning,139.04,5,695.2,2.53,17.59,677.61,135.52,27.81
TXN4370,West,Apparel,UPI,Guest,809.42,19,15378.98,21.84,3358.77,12020.21,632.64,241.68
TXN4371,South,Electronics,Wallet,Returning,898.84,10,8988.4,4.86,436.84,8551.56,855.16,198.52
TXN4372,West,Electronics,Credit Card,Guest,380.48,11,4185.28,16.38,685.55,3499.73,318.16,96.74
TXN4373,North,Grocery,Wallet,New,75.34,19,1431.46,10.8,154.6,1276.86,67.2,12.15
TXN4374,East,Apparel,UPI,Member,651.97,17,11083.49,15.68,1737.89,9345.6,549.74,61.91
TXN4375,North,Electronics,UPI,Guest,234.82,15,3522.3,17.41,613.23,2909.07,193.94,197.13
TXN4376,South,Furniture,Credit Card,Returning,134.48,10,1344.8,9.9,133.14,1211.66,121.17,12.74
TXN4377,West,Furniture,Cash,Guest,293.04,4,1172.16,24.03,281.67,890.49,222.62,103.9
TXN4378,North,Grocery,Cash,New,669.35,11,7362.85,17.98,1323.84,6039.01,549,104.91
TXN4379,South,Grocery,Cash,New,440.33,4,1761.32,21.82,384.32,1377,344.25,74.6
TXN4380,South,Furniture,Cash,New,792.77,11,8720.47,21.53,1877.52,6842.95,622.09,35.9
TXN4381,South,Furniture,UPI,Guest,626.06,4,2504.24,27.38,685.66,1818.58,,7.57
TXN4382,South,Electronics,Credit Card,New,788.25,6,4729.5,22.91,1083.53,3645.97,607.66,5.57
TXN4383,West,Electronics,Wallet,Member,207.09,14,2899.26,0.83,24.06,2875.2,205.37,224.67
TXN4384,South,Electronics,Wallet,Guest,542.11,17,9215.87,12.74,1174.1,8041.77,473.05,12.34
TXN4385,East,Apparel,Cash,New,424.26,6,2545.56,15.15,385.65,2159.91,359.98,169.17
TXN4386,East,Furniture,Wallet,Returning,833,11,9163,20.53,1881.16,7281.84,661.99,46.3
TXN4387,South,Electronics,Credit Card,Guest,67.98,14,951.72,14.15,134.67,817.05,58.36,81.69
TXN4388,West,Electronics,Wallet,Guest,285.02,8,2280.16,5.18,118.11,2162.05,,124.54
TXN4389,South,Electronics,UPI,New,893.58,15,13403.7,12.03,1612.47,11791.23,786.08,74.6
TXN4390,South,Apparel,Credit Card,Member,856.59,17,14562.03,12.3,1791.13,12770.9,,35.9
TXN4391,South,Grocery,Credit Card,Guest,587.95,6,3527.7,9.6,338.66,3189.04,531.51,7.57
TXN4392,West,Apparel,UPI,Member,273.64,10,2736.4,1.75,47.89,2688.51,268.85,5.57
TXN4393,West,Apparel,Credit Card,Returning,289.78,19,5505.82,23.8,1310.39,4195.43,220.81,224.67
TXN4394,South,Apparel,UPI,Guest,949.62,3,2848.86,17.55,499.97,,782.96,12.34
TXN4395,North,Electronics,UPI,Member,576.8,13,7498.4,26.78,,5490.33,422.33,169.17
TXN4396,North,Apparel,Credit Card,Guest,344.98,14,4829.72,13.83,,4161.77,297.27,46.3
TXN4397,East,Grocery,Cash,Guest,488.95,2,977.9,16.07,157.15,,410.38,
TXN4398,East,Furniture,Cash,Member,603.98,5,3019.9,22.55,680.99,2338.91,467.78,98.96
TXN4399,East,Grocery,Cash,Member,575.37,13,7479.81,0.54,40.39,7439.42,,140.54
TXN4400,East,Apparel,Cash,Member,707.42,10,7074.2,5.24,370.69,6703.51,670.35,186.31
TXN4401,South,Electronics,Credit Card,Member,123.13,18,2216.34,16.71,370.35,1845.99,102.55,122.03
TXN4402,West,Apparel,Cash,Returning,321.14,11,3532.54,19.9,702.98,2829.56,257.23,6.85
TXN4403,South,Apparel,Wallet,Returning,368.71,17,6268.07,6.39,400.53,5867.54,345.15,82.09
TXN4404,North,Apparel,Credit Card,Guest,904.01,9,8136.09,11.72,953.55,7182.54,798.06,15.52
TXN4405,South,Grocery,Cash,Returning,939,13,12207,5.63,687.25,11519.75,886.13,0.57
TXN4406,West,Grocery,Credit Card,Returning,874.92,17,14873.64,29.76,4426.4,10447.24,614.54,98.81
TXN4407,West,Apparel,UPI,Member,950.3,11,10453.3,4.16,434.86,10018.44,910.77,51.39
TXN4408,West,Furniture,Cash,Returning,575.6,1,575.6,6.81,39.2,536.4,536.4,53.17
TXN4409,South,Grocery,Credit Card,Guest,765.6,16,12249.6,21.08,2582.22,9667.38,604.21,31.29
TXN4410,South,Grocery,UPI,Returning,266.5,4,1066,9.62,102.55,963.45,240.86,8.62
TXN4411,West,Grocery,Cash,New,280.73,3,842.19,10.02,84.39,757.8,252.6,170.53
TXN4412,West,Apparel,Credit Card,New,258.71,16,4139.36,21.25,879.61,3259.75,203.73,24.62
TXN4413,East,Furniture,UPI,Member,532.33,4,2129.32,24.79,527.86,1601.46,400.37,27.81
TXN4414,North,Grocery,UPI,Returning,62.18,13,808.34,27.95,225.93,582.41,44.8,241.68
TXN4415,West,Electronics,Wallet,Member,395.42,18,7117.56,21.35,1519.6,5597.96,311,198.52
TXN4416,South,Electronics,Cash,New,637.89,7,4465.23,19.75,881.88,3583.35,511.91,96.74
TXN4417,West,Apparel,Wallet,Member,318.61,11,3504.71,24.31,852,2652.71,241.16,12.15
TXN4418,West,Electronics,Wallet,Returning,195.9,4,783.6,12.97,101.63,681.97,170.49,61.91
TXN4419,West,Grocery,Wallet,Guest,816.14,17,13874.38,17.55,2434.95,11439.43,672.91,197.13
TXN4420,South,Electronics,Wallet,New,707.72,16,11323.52,4.35,492.57,10830.95,676.93,12.74
TXN4421,East,Grocery,Credit Card,New,54.87,8,438.96,11.55,50.7,388.26,48.53,103.9
TXN4422,West,Grocery,Wallet,Member,625.97,11,6885.67,24.8,1707.65,5178.02,,104.91
TXN4423,North,Furniture,Credit Card,Guest,881.09,10,8810.9,7.98,703.11,8107.79,810.78,74.6
TXN4424,West,Electronics,Wallet,Returning,685.66,10,6856.6,10.31,706.92,6149.68,614.97,35.9
TXN4425,South,Grocery,Cash,Guest,200.77,19,,28.11,1072.29,2742.34,144.33,7.57
TXN4426,North,Electronics,UPI,Returning,947.02,6,5682.12,4.05,230.13,,908.67,5.57
TXN4427,South,Furniture,Credit Card,Member,765.53,18,,2.14,294.88,13484.66,749.15,224.67
TXN4428,East,Apparel,Wallet,Member,292.97,18,5273.46,6.82,,4913.81,272.99,12.34
TXN4429,East,Furniture,Wallet,Returning,169.37,9,1524.33,5.77,87.95,1436.38,159.6,
TXN4430,North,Furniture,UPI,Member,445.18,19,8458.42,,927.89,7530.53,,46.3
TXN4431,West,Electronics,UPI,Returning,269.81,1,,4.91,13.25,256.56,256.56,81.69
TXN4432,East,Grocery,Credit Card,Guest,576.78,9,5191.02,20.1,1043.4,4147.62,460.85,124.54
TXN4433,West,Apparel,Cash,New,414.72,5,2073.6,2.72,56.4,2017.2,403.44,29.35
TXN4434,East,Furniture,Wallet,Guest,621.57,15,9323.55,19.53,1820.89,7502.66,500.18,148.59
TXN4435,North,Furniture,Cash,New,733.01,16,11728.16,23.51,2757.29,8970.87,560.68,18.7
TXN4436,North,Apparel,Cash,Returning,324.98,11,3574.78,8.58,306.72,3268.06,,32.64
TXN4437,East,Apparel,Credit Card,Returning,508.32,11,5591.52,11.55,645.82,4945.7,449.61,15.52
TXN4438,East,Apparel,Wallet,New,565.3,10,5653,9.52,538.17,,511.48,0.57
TXN4439,East,Apparel,Credit Card,Member,78.21,10,782.1,3.84,,752.07,75.21,98.81
TXN4440,West,Grocery,Cash,Guest,333.73,3,,10.49,105.02,896.17,298.72,51.39
TXN4441,South,Electronics,Wallet,New,565.3,12,6783.6,9.09,616.63,6166.97,513.91,51.39
TXN4442,North,Apparel,Credit Card,New,852.03,4,3408.12,6.24,212.67,3195.45,798.86,53.17
TXN4443,North,Apparel,Credit Card,Returning,862.11,12,10345.32,3.63,375.54,9969.78,830.82,
TXN4444,North,Furniture,UPI,Guest,265.93,10,2659.3,3.24,86.16,2573.14,257.31,8.62
TXN4445,West,Furniture,Cash,Guest,842.98,19,16016.62,20.23,3240.16,12776.46,672.45,170.53
TXN4446,South,Apparel,UPI,New,693.42,4,2773.68,3.55,98.47,2675.21,668.8,24.62
TXN4447,North,Furniture,Wallet,New,255.1,18,4591.8,10.9,500.51,4091.29,227.29,27.81
TXN4448,North,Furniture,UPI,Guest,984.03,3,2952.09,24.56,725.03,2227.06,742.35,241.68
TXN4449,East,Grocery,Wallet,Member,910.64,6,5463.84,21.8,1191.12,4272.72,,198.52
TXN4450,South,Apparel,UPI,Member,498.14,17,8468.38,19.42,1644.56,6823.82,401.4,96.74
TXN4451,South,Furniture,Cash,Returning,152.86,16,2445.76,7.95,194.44,2251.32,140.71,12.15
TXN4452,South,Furniture,Credit Card,Guest,258.4,13,3359.2,23.96,804.86,2554.34,196.49,61.91
TXN4453,North,Grocery,UPI,Returning,953.69,17,16212.73,20.67,3351.17,12861.56,756.56,197.13
TXN4454,North,Furniture,Cash,Member,240.37,2,480.74,5.3,25.48,455.26,227.63,12.74
TXN4455,North,Furniture,Cash,New,713.08,14,9983.12,14.57,1454.54,8528.58,609.18,103.9
TXN4456,North,Furniture,UPI,New,843.31,5,4216.55,12.44,524.54,3692.01,738.4,104.91
TXN4457,South,Apparel,Cash,New,483.95,2,967.9,10.11,97.85,870.05,435.02,
TXN4458,West,Apparel,Cash,New,217.1,17,3690.7,23.41,863.99,2826.71,166.28,50.82
TXN4459,South,Furniture,Cash,Member,692,2,1384,25.19,348.63,1035.37,517.69,174.31
TXN4460,North,Electronics,Wallet,Guest,344.48,3,1033.44,13.64,140.96,892.48,297.49,46.99
TXN4461,West,Furniture,Credit Card,Returning,314.89,11,3463.79,8.85,306.55,3157.24,287.02,27.87
TXN4462,East,Apparel,Wallet,Guest,716.53,10,7165.3,12.48,894.23,6271.07,627.11,89.42
TXN4463,South,Apparel,UPI,New,797.08,16,12753.28,21.32,2719,10034.28,627.14,169.94
TXN4464,South,Grocery,Credit Card,Returning,339.57,15,5093.55,2.68,136.51,4957.04,330.47,9.1
TXN4465,North,Apparel,Wallet,Guest,940.53,1,940.53,13.56,127.54,812.99,812.99,127.54
TXN4466,North,Electronics,Wallet,Guest,498.65,7,3490.55,12.66,441.9,3048.65,435.52,63.13
TXN4467,East,Furniture,UPI,New,759.68,9,6837.12,0.81,55.38,6781.74,753.53,6.15
TXN4468,East,Grocery,Cash,Member,564.31,3,1692.93,22.07,373.63,1319.3,439.77,124.54
TXN4469,North,Furniture,UPI,New,847.74,10,8477.4,8.8,746.01,7731.39,773.14,74.6
TXN4470,East,Grocery,Wallet,Returning,488.43,6,2930.58,7.35,215.4,2715.18,452.53,35.9
TXN4471,North,Apparel,Credit Card,Member,700.8,9,6307.2,1.08,68.12,6239.08,693.23,7.57
TXN4472,North,Grocery,Cash,Guest,72.72,18,1308.96,7.66,100.27,1208.69,67.15,5.57
TXN4473,North,Grocery,Wallet,New,789.98,1,789.98,28.44,224.67,565.31,565.31,224.67
TXN4474,North,Furniture,UPI,New,209.55,3,628.65,5.89,37.03,591.62,197.21,12.34
TXN4475,West,Furniture,Cash,New,929.52,10,9295.2,18.2,1691.73,7603.47,760.35,169.17
TXN4476,South,Apparel,UPI,Guest,733.77,13,9539.01,6.31,601.91,8937.1,687.47,46.3
TXN4477,West,Grocery,Wallet,Returning,804.83,5,4024.15,10.15,408.45,3615.7,723.14,81.69
TXN4478,East,Grocery,Cash,Returning,309.34,6,1856.04,7.78,144.4,1711.64,285.27,24.07
TXN4479,West,Electronics,UPI,Member,975.18,17,16578.06,10.51,1742.35,14835.71,872.69,102.49
TXN4480,West,Furniture,Wallet,Returning,989.05,11,10879.55,24.29,2642.64,8236.91,748.81,240.24
TXN4481,East,Furniture,Wallet,Returning,860.54,16,13768.64,25.51,3512.38,10256.26,641.02,219.52
TXN4482,North,Furniture,Wallet,New,530.16,15,7952.4,24.14,1919.71,6032.69,402.18,127.98
TXN4483,South,Furniture,Credit Card,Guest,272.16,10,2721.6,25.45,692.65,2028.95,202.9,69.26
TXN4484,South,Grocery,Credit Card,New,554.98,5,2774.9,25.78,715.37,2059.53,411.91,143.07
TXN4485,North,Apparel,Wallet,Guest,971.78,15,14576.7,18.17,2648.59,11928.11,795.21,176.57
TXN4486,West,Furniture,Cash,Guest,497.97,4,1991.88,23.44,466.9,1524.98,381.25,116.72
TXN4487,East,Apparel,UPI,New,449.02,16,7184.32,22.04,1583.42,5600.9,350.06,98.96
TXN4488,South,Grocery,Credit Card,Member,684.58,3,2053.74,20.53,421.63,1632.11,544.04,140.54
TXN4489,South,Apparel,Wallet,Guest,951.53,5,4757.65,19.58,931.55,3826.1,765.22,186.31
TXN4490,North,Apparel,Cash,Guest,655.35,1,655.35,18.62,122.03,533.32,533.32,122.03
TXN4491,East,Furniture,UPI,Member,482.08,16,7713.28,1.42,109.53,7603.75,475.23,6.85
TXN4492,East,Grocery,UPI,Guest,692.16,14,9690.24,11.86,1149.26,8540.98,610.07,82.09
TXN4493,West,Grocery,UPI,Returning,176.94,3,530.82,12.5,66.35,464.47,154.82,22.12
TXN4494,North,Electronics,Cash,Member,344.23,11,3786.53,21.64,819.41,2967.12,269.74,74.49
TXN4495,West,Apparel,UPI,Returning,552.03,12,6624.36,23.77,1574.61,5049.75,420.81,131.22
TXN4496,West,Apparel,Wallet,New,373.14,9,3358.26,12.04,404.33,2953.93,328.21,44.93
TXN4497,North,Grocery,UPI,Returning,969.47,4,3877.88,15.34,594.87,3283.01,820.75,148.72
TXN4498,West,Furniture,Cash,Member,875.07,7,6125.49,0.28,17.15,6108.34,872.62,2.45
TXN4499,East,Grocery,Cash,Member,243.75,2,487.5,29.45,143.57,343.93,171.97,71.78
TXN4500,South,Electronics,UPI,Returning,75.03,5,375.15,10.93,41,334.15,66.83,8.2
TXN4501,East,Apparel,Credit Card,Returning,106.02,6,636.12,28.92,183.97,452.15,75.36,30.66
TXN4502,East,Electronics,Cash,Returning,139.04,5,695.2,2.53,17.59,677.61,135.52,3.52
TXN4503,West,Apparel,UPI,Guest,809.42,19,15378.98,21.84,3358.77,12020.21,632.64,176.78
TXN4504,South,Electronics,Wallet,Returning,898.84,10,8988.4,4.86,436.84,8551.56,855.16,43.68
TXN4505,West,Electronics,Wallet,Returning,685.66,10,6856.6,10.31,706.92,6149.68,614.97,35.9
TXN4506,South,Grocery,Cash,Guest,200.77,19,,28.11,1072.29,2742.34,144.33,7.57
TXN4507,North,Electronics,UPI,Returning,947.02,6,5682.12,4.05,230.13,,908.67,5.57
TXN4508,South,Furniture,Credit Card,Member,765.53,18,,2.14,294.88,13484.66,749.15,224.67
TXN4509,East,Apparel,Wallet,Member,292.97,18,5273.46,6.82,,4913.81,272.99,
TXN4510,East,Furniture,Wallet,Returning,169.37,9,1524.33,5.77,87.95,1436.38,159.6,169.17
TXN4511,North,Furniture,UPI,Member,445.18,19,8458.42,,927.89,7530.53,,46.3
TXN4512,West,Electronics,UPI,Returning,269.81,1,,4.91,13.25,256.56,256.56,81.69
TXN4513,East,Grocery,Credit Card,Guest,576.78,9,5191.02,20.1,1043.4,4147.62,,124.54
TXN4514,West,Apparel,Cash,New,414.72,5,2073.6,2.72,56.4,2017.2,403.44,
TXN4515,East,Furniture,Wallet,Guest,621.57,15,9323.55,19.53,1820.89,7502.66,500.18,148.59
TXN4516,North,Furniture,Cash,New,733.01,16,11728.16,23.51,2757.29,8970.87,560.68,18.7
TXN4517,North,Apparel,Cash,Returning,324.98,11,3574.78,8.58,306.72,3268.06,297.1,32.64
TXN4518,East,Apparel,Credit Card,Returning,508.32,11,5591.52,11.55,645.82,4945.7,449.61,15.52
TXN4519,East,Apparel,Wallet,New,565.3,10,5653,9.52,538.17,,511.48,
TXN4520,East,Apparel,Credit Card,Member,78.21,10,782.1,3.84,,752.07,75.21,98.81
TXN4521,West,Grocery,Cash,Guest,333.73,3,,10.49,105.02,896.17,298.72,51.39
TXN4522,South,Electronics,Wallet,New,565.3,12,6783.6,9.09,616.63,6166.97,513.91,51.39
TXN4523,North,Apparel,Credit Card,New,852.03,4,3408.12,6.24,212.67,3195.45,798.86,53.17
TXN4524,North,Apparel,Credit Card,Returning,862.11,12,10345.32,3.63,375.54,9969.78,830.82,31.29
TXN4525,North,Furniture,UPI,Guest,265.93,10,2659.3,3.24,86.16,2573.14,257.31,8.62
TXN4526,West,Furniture,Cash,Guest,842.98,19,16016.62,20.23,3240.16,12776.46,672.45,170.53
TXN4527,South,Apparel,UPI,New,693.42,4,2773.68,3.55,98.47,2675.21,668.8,24.62
TXN4528,North,Furniture,Wallet,New,255.1,18,4591.8,10.9,500.51,4091.29,227.29,27.81
TXN4529,North,Furniture,UPI,Guest,984.03,3,2952.09,24.56,725.03,2227.06,742.35,241.68
TXN4530,East,Grocery,Wallet,Member,910.64,6,5463.84,21.8,1191.12,4272.72,712.12,198.52
TXN4531,South,Apparel,UPI,Member,498.14,17,8468.38,19.42,1644.56,6823.82,401.4,96.74
TXN4532,South,Furniture,Cash,Returning,152.86,16,2445.76,7.95,194.44,2251.32,140.71,12.15
TXN4533,South,Furniture,Credit Card,Guest,258.4,13,3359.2,23.96,804.86,2554.34,196.49,61.91
TXN4534,North,Grocery,UPI,Returning,953.69,17,16212.73,20.67,3351.17,12861.56,,
TXN4535,North,Furniture,Cash,Member,240.37,2,480.74,5.3,25.48,455.26,227.63,12.74
TXN4536,South,Furniture,Credit Card,Guest,272.16,10,2721.6,25.45,692.65,2028.95,202.9,69.26
TXN4537,South,Grocery,Credit Card,New,554.98,5,2774.9,25.78,715.37,2059.53,411.91,143.07
TXN4538,North,Apparel,Wallet,Guest,971.78,15,14576.7,18.17,2648.59,11928.11,795.21,176.57
TXN4539,West,Furniture,Cash,Guest,497.97,4,1991.88,23.44,466.9,1524.98,381.25,116.72
TXN4540,East,Apparel,UPI,New,449.02,16,7184.32,22.04,1583.42,5600.9,350.06,98.96
TXN4541,South,Grocery,Credit Card,Member,684.58,3,2053.74,20.53,421.63,1632.11,544.04,140.54
TXN4542,South,Apparel,Wallet,Guest,951.53,5,4757.65,19.58,931.55,3826.1,765.22,186.31
TXN4543,North,Apparel,Cash,Guest,655.35,1,655.35,18.62,122.03,533.32,533.32,122.03
TXN4544,East,Furniture,UPI,Member,482.08,16,7713.28,1.42,109.53,7603.75,475.23,6.85
TXN4545,East,Grocery,UPI,Guest,692.16,14,9690.24,11.86,1149.26,8540.98,610.07,82.09
TXN4546,West,Grocery,UPI,Returning,176.94,3,530.82,12.5,66.35,464.47,154.82,22.12
TXN4547,North,Electronics,Cash,Member,344.23,11,3786.53,21.64,819.41,2967.12,269.74,74.49
TXN4548,West,Apparel,UPI,Returning,552.03,12,6624.36,23.77,1574.61,5049.75,420.81,131.22
TXN4549,West,Apparel,Wallet,New,373.14,9,3358.26,12.04,404.33,2953.93,328.21,44.93
TXN4550,North,Grocery,UPI,Returning,969.47,4,3877.88,15.34,594.87,3283.01,820.75,148.72
TXN4551,West,Furniture,Cash,Member,875.07,7,6125.49,0.28,17.15,6108.34,872.62,2.45
TXN4552,East,Grocery,Cash,Member,243.75,2,487.5,29.45,143.57,343.93,171.97,71.78
TXN4553,South,Furniture,Credit Card,Guest,272.16,10,2721.6,25.45,692.65,2028.95,202.9,69.26
TXN4554,South,Grocery,Credit Card,New,554.98,5,2774.9,25.78,715.37,2059.53,411.91,143.07
TXN4555,North,Apparel,Wallet,Guest,971.78,15,14576.7,18.17,2648.59,11928.11,795.21,176.57
TXN4556,West,Furniture,Cash,Guest,497.97,4,1991.88,23.44,466.9,1524.98,381.25,116.72
TXN4557,East,Apparel,UPI,New,449.02,16,7184.32,22.04,1583.42,5600.9,350.06,98.96
TXN4558,South,Grocery,Credit Card,Member,684.58,3,2053.74,20.53,421.63,1632.11,,
TXN4559,South,Apparel,Wallet,Guest,951.53,5,4757.65,19.58,931.55,3826.1,765.22,186.31
TXN4560,North,Apparel,Cash,Guest,655.35,1,655.35,18.62,122.03,533.32,533.32,122.03
TXN4561,East,Furniture,UPI,Member,482.08,16,7713.28,1.42,109.53,7603.75,475.23,6.85
